ant_main(10),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1% = 0.01,0.2,0.0,0.1,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3
2% = 0.02,0.2,0.0,0.2,0.2,0.2,0.2,0.5,0.4,0.3,0.5,0.6,0.5
3% = 0.03,0.3,0.0,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.6,0.7,0.7
4% = 0.04,0.3,0.0,0.2,0.2,0.2,0.2,0.5,0.7,0.6,0.7,0.7,0.7
5% = 0.05,0.4,0.0,0.2,0.3,0.3,0.2,0.5,0.7,0.7,0.7,0.7,0.7
6% = 0.06,0.5,0.0,0.2,0.4,0.4,0.2,0.5,0.7,0.7,0.8,0.7,0.7
7% = 0.07,0.5,0.0,0.2,0.5,0.5,0.2,0.6,0.8,0.7,0.8,0.8,0.8
8% = 0.08,0.5,0.0,0.2,0.5,0.5,0.4,0.6,0.8,0.8,0.8,0.8,0.8
9% = 0.09,0.6,0.0,0.2,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8
10% = 0.10,0.6,0.0,0.2,0.7,0.7,0.7,0.6,0.8,0.8,0.8,0.8,0.8
11% = 0.11,0.6,0.0,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9
12% = 0.12,0.7,0.0,0.6,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.8,0.9
13% = 0.13,0.7,0.0,0.6,0.8,0.8,0.7,0.7,0.8,0.8,0.8,0.8,0.9
14% = 0.14,0.7,0.0,0.6,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.9
15% = 0.15,0.7,0.0,0.7,0.8,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.9
1% = 0.01,0.08333333333333333,0.0,0.25,0.4166666666666667,0.4166666666666667,0.0,0.3333333333333333,0.25,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5
2% = 0.02,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.5,0.5,0.6666666666666666,0.5833333333333334,0.5
3% = 0.03,0.5,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,0.5833333333333334,0.75,0.75,0.75,0.6666666666666666
4% = 0.04,0.5,0.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,0.75,0.75,0.75,0.75,0.75,0.8333333333333334
5% = 0.05,0.5,0.0,0.5833333333333334,0.75,0.75,0.08333333333333333,0.75,0.75,0.75,0.75,0.75,0.9166666666666666
6% = 0.06,0.5,0.0,0.5833333333333334,0.8333333333333334,0.8333333333333334,0.25,0.75,0.75,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666
7% = 0.07,0.5,0.0,0.5833333333333334,0.9166666666666666,0.9166666666666666,0.25,0.75,0.75,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666
8% = 0.08,0.5,0.0,0.5833333333333334,0.9166666666666666,0.9166666666666666,0.4166666666666667,0.75,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
9% = 0.09,0.6666666666666666,0.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.5,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0
10% = 0.10,0.6666666666666666,0.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.5,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,1.0
11% = 0.11,0.6666666666666666,0.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,1.0
12% = 0.12,0.6666666666666666,0.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0
13% = 0.13,0.6666666666666666,0.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0
14% = 0.14,0.6666666666666666,0.0,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0
15% = 0.15,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0
1% = 0.01,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
2% = 0.02,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407
3% = 0.03,0.07407407407407407,0.037037037037037035,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.07407407407407407
4% = 0.04,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.14814814814814814
5% = 0.05,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.18518518518518517
6% = 0.06,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.14814814814814814,0.2222222222222222,0.18518518518518517,0.2222222222222222
7% = 0.07,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.2222222222222222,0.2222222222222222,0.18518518518518517,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.25925925925925924,0.25925925925925924,0.25925925925925924
8% = 0.08,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.25925925925925924,0.25925925925925924,0.2222222222222222,0.25925925925925924,0.2222222222222222,0.2222222222222222,0.2962962962962963,0.2962962962962963,0.2962962962962963
9% = 0.09,0.2962962962962963,0.037037037037037035,0.18518518518518517,0.2962962962962963,0.2962962962962963,0.2222222222222222,0.2962962962962963,0.25925925925925924,0.2222222222222222,0.2962962962962963,0.3333333333333333,0.3333333333333333
10% = 0.10,0.2962962962962963,0.07407407407407407,0.18518518518518517,0.37037037037037035,0.37037037037037035,0.2222222222222222,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.3333333333333333,0.37037037037037035,0.4074074074074074
11% = 0.11,0.2962962962962963,0.07407407407407407,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.2222222222222222,0.3333333333333333,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.4074074074074074,0.4074074074074074
12% = 0.12,0.2962962962962963,0.07407407407407407,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.2222222222222222,0.37037037037037035,0.3333333333333333,0.37037037037037035,0.37037037037037035,0.4074074074074074,0.4074074074074074
13% = 0.13,0.3333333333333333,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2962962962962963,0.4444444444444444,0.37037037037037035,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4074074074074074
14% = 0.14,0.37037037037037035,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2962962962962963,0.48148148148148145,0.4074074074074074,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4074074074074074
15% = 0.15,0.37037037037037035,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2962962962962963,0.5185185185185185,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
1% = 0.01,0.03508771929824561,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806
2% = 0.02,0.03508771929824561,0.0,0.017543859649122806,0.0,0.0,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.03508771929824561,0.03508771929824561
3% = 0.03,0.03508771929824561,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.03508771929824561,0.03508771929824561
4% = 0.04,0.05263157894736842,0.0,0.03508771929824561,0.05263157894736842,0.05263157894736842,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561
5% = 0.05,0.05263157894736842,0.0,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.05263157894736842
6% = 0.06,0.10526315789473684,0.0,0.03508771929824561,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.07017543859649122,0.08771929824561403
7% = 0.07,0.12280701754385964,0.0,0.21052631578947367,0.12280701754385964,0.12280701754385964,0.15789473684210525,0.05263157894736842,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.12280701754385964,0.12280701754385964
8% = 0.08,0.24561403508771928,0.0,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.19298245614035087,0.05263157894736842,0.05263157894736842,0.07017543859649122,0.12280701754385964,0.14035087719298245,0.19298245614035087
9% = 0.09,0.24561403508771928,0.0,0.22807017543859648,0.17543859649122806,0.17543859649122806,0.19298245614035087,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.12280701754385964,0.15789473684210525,0.19298245614035087
10% = 0.10,0.2631578947368421,0.0,0.22807017543859648,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.15789473684210525,0.19298245614035087,0.21052631578947367
11% = 0.11,0.2631578947368421,0.0,0.22807017543859648,0.21052631578947367,0.21052631578947367,0.2807017543859649,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.19298245614035087,0.22807017543859648,0.21052631578947367
12% = 0.12,0.2631578947368421,0.0,0.22807017543859648,0.24561403508771928,0.24561403508771928,0.2982456140350877,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.22807017543859648,0.2631578947368421,0.3157894736842105
13% = 0.13,0.42105263157894735,0.0,0.43859649122807015,0.2807017543859649,0.2807017543859649,0.3333333333333333,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.2631578947368421,0.2982456140350877,0.3157894736842105
14% = 0.14,0.42105263157894735,0.0,0.43859649122807015,0.3333333333333333,0.3333333333333333,0.38596491228070173,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.2982456140350877,0.3333333333333333,0.3508771929824561
15% = 0.15,0.42105263157894735,0.0,0.43859649122807015,0.3684210526315789,0.3684210526315789,0.42105263157894735,0.10526315789473684,0.12280701754385964,0.12280701754385964,0.3333333333333333,0.3684210526315789,0.38596491228070173
1% = 0.01,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714
2% = 0.02,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
3% = 0.03,0.8571428571428571,0.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
4% = 0.04,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0
5% = 0.05,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
6% = 0.06,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,1.0,1.0,1.0,1.0
7% = 0.07,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,1.0,1.0,1.0,1.0
8% = 0.08,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,1.0,1.0,1.0,1.0
9% = 0.09,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
10% = 0.10,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,1.0,1.0
11% = 0.11,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0
12% = 0.12,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0
13% = 0.13,1.0,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0
14% = 0.14,1.0,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0
15% = 0.15,1.0,0.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0
1% = 0.01,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
2% = 0.02,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
3% = 0.03,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.1111111111111111
4% = 0.04,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666666
5% = 0.05,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222
6% = 0.06,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.2222222222222222
7% = 0.07,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.2777777777777778
8% = 0.08,0.3333333333333333,0.0,0.5,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333
9% = 0.09,0.5555555555555556,0.0,0.5,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.3333333333333333
10% = 0.10,0.5555555555555556,0.0,0.5,0.3888888888888889,0.3888888888888889,0.4444444444444444,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333
11% = 0.11,0.5555555555555556,0.0,0.5,0.3888888888888889,0.3888888888888889,0.6111111111111112,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333
12% = 0.12,0.5555555555555556,0.0,0.5,0.5,0.5,0.6111111111111112,0.3333333333333333,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.3888888888888889
13% = 0.13,0.5555555555555556,0.0,0.7777777777777778,0.5,0.5,0.6666666666666666,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889
14% = 0.14,0.8333333333333334,0.0,0.7777777777777778,0.5,0.5,0.7222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3888888888888889
15% = 0.15,0.8333333333333334,0.0,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.7777777777777778,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.4444444444444444
1% = 0.01,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
2% = 0.02,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333
3% = 0.03,0.5555555555555556,0.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.6666666666666666
4% = 0.04,0.5555555555555556,0.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666
5% = 0.05,0.6666666666666666,0.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778
6% = 0.06,0.6666666666666666,0.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.8888888888888888,0.8888888888888888
7% = 0.07,0.8888888888888888,0.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,0.8888888888888888
8% = 0.08,0.8888888888888888,0.0,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,1.0,0.8888888888888888
9% = 0.09,1.0,0.0,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,1.0,1.0
10% = 0.10,1.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888,1.0,1.0
11% = 0.11,1.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0
12% = 0.12,1.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0
13% = 0.13,1.0,0.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0
14% = 0.14,1.0,0.0,1.0,1.0,1.0,0.8888888888888888,1.0,0.8888888888888888,0.7777777777777778,1.0,1.0,1.0
15% = 0.15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0
1% = 0.01,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
2% = 0.02,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142
3% = 0.03,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142
4% = 0.04,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427
5% = 0.05,0.2857142857142857,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427
6% = 0.06,0.2857142857142857,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.35714285714285715
7% = 0.07,0.2857142857142857,0.0,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.35714285714285715
8% = 0.08,0.35714285714285715,0.0,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.35714285714285715
9% = 0.09,0.35714285714285715,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.35714285714285715
10% = 0.10,0.35714285714285715,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.35714285714285715
11% = 0.11,0.6428571428571429,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.35714285714285715
12% = 0.12,0.6428571428571429,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715
13% = 0.13,0.6428571428571429,0.07142857142857142,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855
14% = 0.14,0.6428571428571429,0.07142857142857142,0.7142857142857143,0.5,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.5
15% = 0.15,0.7142857142857143,0.07142857142857142,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.5714285714285714
1% = 0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
2% = 0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
3% = 0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664
4% = 0.04,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664
5% = 0.05,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664
6% = 0.06,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.08333333333333333
7% = 0.07,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333
8% = 0.08,0.0,0.041666666666666664,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333
9% = 0.09,0.0,0.041666666666666664,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
10% = 0.10,0.0,0.041666666666666664,0.0,0.20833333333333334,0.20833333333333334,0.0,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
11% = 0.11,0.0,0.041666666666666664,0.0,0.25,0.25,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
12% = 0.12,0.0,0.041666666666666664,0.0,0.25,0.25,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.125
13% = 0.13,0.0,0.08333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.125
14% = 0.14,0.0,0.08333333333333333,0.0,0.375,0.375,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.125
15% = 0.15,0.0,0.08333333333333333,0.0,0.375,0.375,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.125,0.041666666666666664,0.0,0.125
1% = 0.01,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222
